Gene ID,Gene Symbol,Description,Alpha-26yF-0018,Alpha-35yF-0028,Alpha-49yF-0015,Alpha-55yM-0021,Alpha-50yM-0037,Beta-50yM-0038,Beta-49yF-0016,Beta-35yF-0029,Beta-26yF-0019,Beta-55yM-0022,Chromosome,Start,End,Entrez ID,Gene Type
ENSG00000198538,ZNF28,zinc finger protein 28 [Source:HGNC Symbol;Acc:13073],134,265,459,290,353,253,359,70,91,261,chr19,53300662,53360853,7576,protein_coding
ENSG00000204604,ZNF468,zinc finger protein 468 [Source:HGNC Symbol;Acc:33105],326,384,596,617,493,376,434,292,137,323,chr19,53341261,53360902,90333,protein_coding
ENSG00000182986,ZNF320,zinc finger protein 320 [Source:HGNC Symbol;Acc:13842],179,241,392,262,230,309,373,150,104,197,chr19,53367043,53400946,162967,protein_coding
ENSG00000180257,ZNF816,zinc finger protein 816 [Source:HGNC Symbol;Acc:26995],82,86,91,100,134,121,77,37,50,142,chr19,53430388,53466164,,protein_coding
ENSG00000170949,ZNF160,zinc finger protein 160 [Source:HGNC Symbol;Acc:12948],1088,753,538,529,965,1096,516,1591,990,1543,chr19,53569859,53606689,90338,protein_coding
ENSG00000170954,ZNF415,zinc finger protein 415 [Source:HGNC Symbol;Acc:20636],362,170,347,214,314,339,283,235,280,308,chr19,53611132,53636330,55786,protein_coding
ENSG00000197937,ZNF347,zinc finger protein 347 [Source:HGNC Symbol;Acc:16447],175,83,278,172,345,228,292,133,163,203,chr19,53627325,53662328,84671,protein_coding
ENSG00000197497,ZNF665,zinc finger protein 665 [Source:HGNC Symbol;Acc:25885],151,152,127,79,224,146,41,88,66,90,chr19,53662466,53696639,79788,protein_coding
ENSG00000197928,ZNF677,zinc finger protein 677 [Source:HGNC Symbol;Acc:28730],257,180,146,344,267,296,211,341,158,439,chr19,53731577,53758151,342926,protein_coding
ENSG00000213799,ZNF845,zinc finger protein 845 [Source:HGNC Symbol;Acc:25112],201,60,147,107,141,130,188,290,88,139,chr19,53837002,53858122,91664,protein_coding
ENSG00000203326,ZNF525,zinc finger protein 525 [Source:HGNC Symbol;Acc:29423],263,364,253,289,415,479,230,233,271,325,chr19,53868946,53895470,,protein_coding
ENSG00000196417,ZNF765,zinc finger protein 765 [Source:HGNC Symbol;Acc:25092],264,126,224,107,170,51,208,114,97,41,chr19,53893046,53930574,91661,protein_coding
ENSG00000198346,ZNF813,zinc finger protein 813 [Source:HGNC Symbol;Acc:33257],106,107,208,111,281,83,137,75,44,67,chr19,53970989,54006950,126017,protein_coding
ENSG00000130844,ZNF331,zinc finger protein 331 [Source:HGNC Symbol;Acc:15489],550,475,613,1392,1057,1103,1056,881,1418,1845,chr19,54024235,54083523,55422,protein_coding
ENSG00000179820,MYADM,myeloid-associated differentiation marker [Source:HGNC Symbol;Acc:7544],2343,1431,1687,3014,1487,2285,2475,1208,4083,2990,chr19,54369477,54379691,91663,protein_coding
ENSG00000170906,NDUFA3,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 3, 9kDa [Source:HGNC Symbol;Acc:7686]",266,287,177,167,234,188,152,234,260,197,chr19,54606036,54612564,4696,protein_coding
ENSG00000105619,TFPT,TCF3 (E2A) fusion partner (in childhood Leukemia) [Source:HGNC Symbol;Acc:13630],54,119,83,63,90,72,54,52,50,65,chr19,54610320,54619055,29844,protein_coding
ENSG00000105618,PRPF31,pre-mRNA processing factor 31 [Source:HGNC Symbol;Acc:15446],127,249,143,144,135,190,109,239,96,141,chr19,54618837,54635140,26121,protein_coding
ENSG00000088038,CNOT3,"CCR4-NOT transcription complex, subunit 3 [Source:HGNC Symbol;Acc:7879]",880,1250,1485,956,1061,1179,1292,1392,1242,1401,chr19,54641444,54659419,4849,protein_coding
ENSG00000167608,TMC4,transmembrane channel-like 4 [Source:HGNC Symbol;Acc:22998],128,229,185,165,200,190,168,188,159,194,chr19,54663846,54676944,147798,protein_coding
ENSG00000125505,MBOAT7,membrane bound O-acyltransferase domain containing 7 [Source:HGNC Symbol;Acc:15505],312,412,451,459,361,245,298,182,279,260,chr19,54677107,54693733,79143,protein_coding
ENSG00000170892,TSEN34,TSEN34 tRNA splicing endonuclease subunit [Source:HGNC Symbol;Acc:15506],295,178,273,350,187,175,221,208,195,284,chr19,54693789,54697585,79042,protein_coding
ENSG00000170889,RPS9,ribosomal protein S9 [Source:HGNC Symbol;Acc:10442],451,1010,699,606,644,1017,618,1029,667,841,chr19,54704610,54752862,6203,protein_coding
ENSG00000167615,LENG8,leukocyte receptor cluster (LRC) member 8 [Source:HGNC Symbol;Acc:15500],3883,5821,3497,2729,4325,3343,3671,9096,7442,4779,chr19,54960065,54973217,114823,protein_coding
ENSG00000182909,LENG9,leukocyte receptor cluster (LRC) member 9 [Source:HGNC Symbol;Acc:16306],116,78,86,84,41,48,35,118,131,90,chr19,54972981,54974894,94059,protein_coding
ENSG00000160439,RDH13,retinol dehydrogenase 13 (all-trans/9-cis) [Source:HGNC Symbol;Acc:19978],131,71,84,156,113,163,141,190,180,148,chr19,55550476,55582659,112724,protein_coding
ENSG00000125503,PPP1R12C,"protein phosphatase 1, regulatory subunit 12C [Source:HGNC Symbol;Acc:14947]",189,184,269,266,400,270,182,205,243,429,chr19,55602281,55628927,54776,protein_coding
ENSG00000129990,SYT5,synaptotagmin V [Source:HGNC Symbol;Acc:11513],478,283,194,564,414,288,234,370,552,214,chr19,55682567,55691809,6861,protein_coding
ENSG00000080031,PTPRH,"protein tyrosine phosphatase, receptor type, H [Source:HGNC Symbol;Acc:9672]",215,106,140,169,95,138,317,38,136,222,chr19,55692616,55720874,5794,protein_coding
ENSG00000180089,TMEM86B,transmembrane protein 86B [Source:HGNC Symbol;Acc:28448],155,192,191,181,218,150,156,131,209,169,chr19,55738007,55741647,255043,protein_coding
ENSG00000269808,AC010327.2,"Uncharacterized protein; cDNA FLJ45856 fis, clone OCBBF2025631  [Source:UniProtKB/TrEMBL;Acc:Q6ZS40]",83,143,84,86,113,96,105,116,129,116,chr19,55738587,55741647,,protein_coding
ENSG00000105063,PPP6R1,"protein phosphatase 6, regulatory subunit 1 [Source:HGNC Symbol;Acc:29195]",518,820,500,448,412,409,618,613,859,595,chr19,55741148,55770363,22870,protein_coding
ENSG00000133265,HSPBP1,"HSPA (heat shock 70kDa) binding protein, cytoplasmic cochaperone 1 [Source:HGNC Symbol;Acc:24989]",90,126,129,149,111,219,92,78,47,96,chr19,55773599,55791749,23640,protein_coding
ENSG00000108107,RPL28,ribosomal protein L28 [Source:HGNC Symbol;Acc:10330],1061,2102,1436,1315,988,1581,1208,2038,1599,1428,chr19,55896713,55914612,6158,protein_coding
ENSG00000090971,NAT14,"N-acetyltransferase 14 (GCN5-related, putative) [Source:HGNC Symbol;Acc:28918]",109,253,123,130,171,98,129,68,171,86,chr19,55996371,55998935,57106,protein_coding
ENSG00000179954,SSC5D,scavenger receptor cysteine rich domain containing (5 domains) [Source:HGNC Symbol;Acc:26641],111,76,81,112,52,421,484,709,283,140,chr19,55999771,56030465,284297,protein_coding
ENSG00000218891,ZNF579,zinc finger protein 579 [Source:HGNC Symbol;Acc:26646],167,132,216,196,206,93,92,202,107,232,chr19,56088899,56092211,163033,protein_coding
ENSG00000179943,FIZ1,FLT3-interacting zinc finger 1 [Source:HGNC Symbol;Acc:25917],95,241,246,188,223,97,107,68,64,132,chr19,56102746,56113336,84922,protein_coding
ENSG00000261221,ZNF865,zinc finger protein 865 [Source:HGNC Symbol;Acc:38705],94,78,81,67,70,52,57,212,71,94,chr19,56116771,56128635,100507290,protein_coding
ENSG00000213015,ZNF580,zinc finger protein 580 [Source:HGNC Symbol;Acc:29473],228,166,342,230,201,224,377,332,342,185,chr19,56146382,56154835,51157,protein_coding
ENSG00000171425,ZNF581,zinc finger protein 581 [Source:HGNC Symbol;Acc:25017],132,143,72,80,53,95,85,31,105,120,chr19,56146825,56156988,51545,protein_coding
ENSG00000063244,U2AF2,U2 small nuclear RNA auxiliary factor 2 [Source:HGNC Symbol;Acc:23156],172,158,391,244,231,182,235,251,203,271,chr19,56165512,56186081,11338,protein_coding
ENSG00000142409,ZNF787,zinc finger protein 787 [Source:HGNC Symbol;Acc:26998],141,99,84,41,46,60,50,49,64,83,chr19,56598732,56632649,126208,protein_coding
ENSG00000167685,ZNF444,zinc finger protein 444 [Source:HGNC Symbol;Acc:16052],84,69,123,79,115,34,69,77,50,97,chr19,56643968,56672262,55311,protein_coding
ENSG00000198440,ZNF583,zinc finger protein 583 [Source:HGNC Symbol;Acc:26427],69,108,312,263,258,438,354,131,178,395,chr19,56909335,56947404,147949,protein_coding
ENSG00000198046,ZNF667,zinc finger protein 667 [Source:HGNC Symbol;Acc:28854],300,173,162,239,271,525,273,353,726,351,chr19,56950694,56989434,63934,protein_coding
ENSG00000196263,ZNF471,zinc finger protein 471 [Source:HGNC Symbol;Acc:23226],349,129,387,560,693,858,587,224,438,554,chr19,57019212,57041590,57573,protein_coding
ENSG00000196867,ZFP28,ZFP28 zinc finger protein [Source:HGNC Symbol;Acc:17801],415,270,564,469,470,673,689,465,485,774,chr19,57050317,57068169,140612,protein_coding
ENSG00000197016,ZNF470,zinc finger protein 470 [Source:HGNC Symbol;Acc:22220],145,225,203,253,161,236,247,175,144,369,chr19,57078880,57100279,388566,protein_coding
ENSG00000197951,ZNF71,zinc finger protein 71 [Source:HGNC Symbol;Acc:13141],161,136,128,121,234,175,149,91,167,112,chr19,57106632,57137849,58491,protein_coding
ENSG00000269699,ZIM2,"zinc finger, imprinted 2 [Source:HGNC Symbol;Acc:12875]",106,141,43,86,73,60,51,72,65,120,chr19,57285920,57352097,,protein_coding
ENSG00000198300,PEG3,paternally expressed 3 [Source:HGNC Symbol;Acc:8826],3434,4803,4371,3677,2748,3969,4534,6992,6141,3917,chr19,57321445,57352096,5178,protein_coding
ENSG00000083844,ZNF264,zinc finger protein 264 [Source:HGNC Symbol;Acc:13057],300,414,406,346,359,326,425,377,328,417,chr19,57702868,57724724,9422,protein_coding
ENSG00000105146,AURKC,aurora kinase C [Source:HGNC Symbol;Acc:11391],177,141,87,148,167,104,63,34,88,391,chr19,57742377,57746916,6795,protein_coding
ENSG00000204524,ZNF805,zinc finger protein 805 [Source:HGNC Symbol;Acc:23272],115,125,116,152,143,198,144,72,139,291,chr19,57751973,57766503,390980,protein_coding
ENSG00000197714,ZNF460,zinc finger protein 460 [Source:HGNC Symbol;Acc:21628],1726,1411,976,1314,1134,1144,982,1107,1944,1558,chr19,57791419,57804937,10794,protein_coding
ENSG00000178229,ZNF543,zinc finger protein 543 [Source:HGNC Symbol;Acc:25281],159,142,154,160,119,150,141,221,164,209,chr19,57831877,57842144,125919,protein_coding
ENSG00000131845,ZNF304,zinc finger protein 304 [Source:HGNC Symbol;Acc:13505],264,350,202,203,243,200,138,387,428,259,chr19,57862675,57871266,57343,protein_coding
ENSG00000256060,TRAPPC2P1,trafficking protein particle complex 2 pseudogene 1 [Source:HGNC Symbol;Acc:10710],99,119,150,184,85,123,84,72,69,165,chr19,57874879,57876721,6399,protein_coding
ENSG00000188785,ZNF548,zinc finger protein 548 [Source:HGNC Symbol;Acc:26561],336,405,333,401,432,371,338,247,310,471,chr19,57901218,57912786,147694,protein_coding
ENSG00000186272,ZNF17,zinc finger protein 17 [Source:HGNC Symbol;Acc:12958],140,130,142,150,187,173,98,91,56,100,chr19,57922531,57933307,7565,protein_coding
ENSG00000197128,ZNF772,zinc finger protein 772 [Source:HGNC Symbol;Acc:33106],334,628,434,409,582,505,654,826,455,374,chr19,57978031,57988938,400720,protein_coding
ENSG00000105136,ZNF419,zinc finger protein 419 [Source:HGNC Symbol;Acc:20648],204,129,151,130,127,187,132,176,161,220,chr19,57999079,58006048,79744,protein_coding
ENSG00000152439,ZNF773,zinc finger protein 773 [Source:HGNC Symbol;Acc:30487],568,278,147,173,225,261,168,299,218,502,chr19,58011283,58029772,374928,protein_coding
ENSG00000121406,ZNF549,zinc finger protein 549 [Source:HGNC Symbol;Acc:26632],152,179,157,266,193,221,257,93,189,412,chr19,58038693,58068910,256051,protein_coding
ENSG00000251369,ZNF550,zinc finger protein 550 [Source:HGNC Symbol;Acc:28643],151,106,141,225,131,274,153,202,230,510,chr19,58046625,58071231,162972,protein_coding
ENSG00000083817,ZNF416,zinc finger protein 416 [Source:HGNC Symbol;Acc:20645],155,165,45,85,68,80,66,39,85,117,chr19,58082934,58090295,55659,protein_coding
ENSG00000171649,ZIK1,zinc finger protein interacting with K protein 1 [Source:HGNC Symbol;Acc:33104],393,303,100,183,210,196,108,360,257,159,chr19,58089824,58105145,284307,protein_coding
ENSG00000213762,ZNF134,zinc finger protein 134 [Source:HGNC Symbol;Acc:12918],1174,2775,1088,1237,1725,1380,1012,1742,999,1638,chr19,58125601,58134724,7693,protein_coding
ENSG00000121417,ZNF211,zinc finger protein 211 [Source:HGNC Symbol;Acc:13003],202,245,297,235,283,296,225,335,202,450,chr19,58141761,58154147,10520,protein_coding
ENSG00000204519,ZNF551,zinc finger protein 551 [Source:HGNC Symbol;Acc:25108],219,239,180,181,239,73,117,101,127,153,chr19,58193337,58228669,90233,protein_coding
ENSG00000179909,ZNF154,zinc finger protein 154 [Source:HGNC Symbol;Acc:12939],580,440,602,685,601,572,608,374,450,641,chr19,58208735,58220579,7710,protein_coding
ENSG00000083814,ZNF671,zinc finger protein 671 [Source:HGNC Symbol;Acc:26279],246,220,131,114,148,159,70,147,150,107,chr19,58231119,58238992,79891,protein_coding
ENSG00000152443,ZNF776,zinc finger protein 776 [Source:HGNC Symbol;Acc:26765],469,753,253,325,501,257,212,426,399,192,chr19,58258164,58269527,284309,protein_coding
ENSG00000083828,ZNF586,zinc finger protein 586 [Source:HGNC Symbol;Acc:25949],445,569,372,301,441,285,189,471,172,304,chr19,58281023,58331307,54807,protein_coding
ENSG00000178935,ZNF552,zinc finger protein 552 [Source:HGNC Symbol;Acc:26135],1022,717,692,588,436,245,355,513,598,661,chr19,58315209,58326281,79818,protein_coding
ENSG00000269343,ZNF587B,zinc finger protein 587B [Source:HGNC Symbol;Acc:37142],665,866,482,558,759,669,483,613,1059,601,chr19,58331099,58370018,100293516,protein_coding
ENSG00000204514,ZNF814,zinc finger protein 814 [Source:HGNC Symbol;Acc:33258],1035,920,789,870,934,572,727,641,901,897,chr19,58360099,58400442,730051,protein_coding
ENSG00000198466,ZNF587,zinc finger protein 587 [Source:HGNC Symbol;Acc:30955],1079,862,703,783,718,826,650,904,1070,783,chr19,58361225,58376480,84914,protein_coding
ENSG00000173480,ZNF417,zinc finger protein 417 [Source:HGNC Symbol;Acc:20646],190,197,134,231,207,313,183,108,219,260,chr19,58411664,58427978,147687,protein_coding
ENSG00000196724,ZNF418,zinc finger protein 418 [Source:HGNC Symbol;Acc:20647],234,310,144,136,212,151,100,158,83,139,chr19,58433252,58446761,147686,protein_coding
ENSG00000152454,ZNF256,zinc finger protein 256 [Source:HGNC Symbol;Acc:13049],135,451,72,123,140,182,40,153,156,252,chr19,58452201,58459043,10172,protein_coding
ENSG00000177025,C19orf18,chromosome 19 open reading frame 18 [Source:HGNC Symbol;Acc:28642],88,77,80,139,83,102,117,38,34,137,chr19,58469805,58485902,147685,protein_coding
ENSG00000166704,ZNF606,zinc finger protein 606 [Source:HGNC Symbol;Acc:25879],916,1025,658,735,1172,1019,775,919,703,748,chr19,58488421,58514717,80095,protein_coding
ENSG00000176593,CTD-2368P22.1,HCG1811579; Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G5E958],793,403,431,485,360,232,228,186,174,302,chr19,58513429,58522600,,protein_coding
ENSG00000176293,ZNF135,zinc finger protein 135 [Source:HGNC Symbol;Acc:12919],294,269,786,403,477,641,449,312,338,363,chr19,58570607,58597677,7694,protein_coding
ENSG00000121413,ZSCAN18,zinc finger and SCAN domain containing 18 [Source:HGNC Symbol;Acc:21037],1190,357,673,989,961,1114,500,437,953,1332,chr19,58595205,58629794,65982,protein_coding
ENSG00000181894,ZNF329,zinc finger protein 329 [Source:HGNC Symbol;Acc:14209],204,353,208,236,192,205,233,260,230,210,chr19,58637619,58666477,79673,protein_coding
ENSG00000171606,ZNF274,zinc finger protein 274 [Source:HGNC Symbol;Acc:13068],255,347,228,339,346,324,211,446,221,375,chr19,58694396,58724928,10782,protein_coding
ENSG00000198131,ZNF544,zinc finger protein 544 [Source:HGNC Symbol;Acc:16759],445,410,367,343,427,297,342,452,185,291,chr19,58739960,58788815,27300,protein_coding
ENSG00000273439,ZNF8,zinc finger protein 8 [Source:HGNC Symbol;Acc:13154],92,228,116,110,102,46,37,174,84,54,chr19,58790317,58807254,7554,protein_coding
ENSG00000267216,AC010642.1,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:K7EQD1],152,587,229,294,339,228,215,286,229,308,chr19,58790332,58826563,,protein_coding
ENSG00000182318,ZSCAN22,zinc finger and SCAN domain containing 22 [Source:HGNC Symbol;Acc:4929],83,127,307,190,228,332,320,85,173,296,chr19,58838385,58853698,342945,protein_coding
ENSG00000174586,ZNF497,zinc finger protein 497 [Source:HGNC Symbol;Acc:23714],102,133,138,150,128,102,113,175,147,102,chr19,58865723,58874214,162968,protein_coding
ENSG00000083845,RPS5,ribosomal protein S5 [Source:HGNC Symbol;Acc:10426],669,1574,1102,955,908,1143,853,1605,1088,1181,chr19,58897767,58906173,6193,protein_coding
ENSG00000171574,ZNF584,zinc finger protein 584 [Source:HGNC Symbol;Acc:27318],177,82,148,157,105,147,108,164,223,103,chr19,58912871,58929694,201514,protein_coding
ENSG00000131849,ZNF132,zinc finger protein 132 [Source:HGNC Symbol;Acc:12916],150,151,240,152,77,128,153,40,121,196,chr19,58944181,58951589,7691,protein_coding
ENSG00000083838,ZNF446,zinc finger protein 446 [Source:HGNC Symbol;Acc:21036],329,484,367,252,276,171,231,243,299,169,chr19,58985384,58992597,55663,protein_coding
ENSG00000083807,SLC27A5,"solute carrier family 27 (fatty acid transporter), member 5 [Source:HGNC Symbol;Acc:10999]",104,146,71,90,103,82,91,51,41,94,chr19,58990879,59023780,10998,protein_coding
ENSG00000119574,ZBTB45,zinc finger and BTB domain containing 45 [Source:HGNC Symbol;Acc:23715],37,53,47,42,104,84,49,46,85,68,chr19,59024897,59050278,84878,protein_coding
ENSG00000130726,TRIM28,tripartite motif containing 28 [Source:HGNC Symbol;Acc:16384],202,404,566,431,429,429,575,351,351,585,chr19,59055458,59062089,10155,protein_coding
ENSG00000130724,CHMP2A,charged multivesicular body protein 2A [Source:HGNC Symbol;Acc:30216],895,2012,1151,672,791,1231,964,1093,977,758,chr19,59062933,59066491,27243,protein_coding
ENSG00000130725,UBE2M,ubiquitin-conjugating enzyme E2M [Source:HGNC Symbol;Acc:12491],65,94,56,67,38,69,107,114,65,126,chr19,59067079,59070327,9040,protein_coding
ENSG00000099326,MZF1,myeloid zinc finger 1 [Source:HGNC Symbol;Acc:13108],99,322,683,492,544,497,645,244,278,374,chr19,59073298,59084942,7593,protein_coding
ENSG00000196476,C20orf96,chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:16227],159,95,255,255,216,185,174,424,156,212,chr20,251504,271390,140680,protein_coding
ENSG00000177764,ZCCHC3,"zinc finger, CCHC domain containing 3 [Source:HGNC Symbol;Acc:16230]",95,135,135,147,85,94,98,109,74,145,chr20,277737,280965,85364,protein_coding
ENSG00000177732,SOX12,SRY (sex determining region Y)-box 12 [Source:HGNC Symbol;Acc:11198],164,200,146,138,161,131,198,244,120,170,chr20,306207,310865,6666,protein_coding
ENSG00000125841,NRSN2,neurensin 2 [Source:HGNC Symbol;Acc:16229],658,1454,991,958,1059,763,738,779,860,342,chr20,327426,340304,80023,protein_coding
ENSG00000101255,TRIB3,tribbles pseudokinase 3 [Source:HGNC Symbol;Acc:16228],48,157,48,226,141,914,48,103,41,1448,chr20,361261,378203,57761,protein_coding
ENSG00000125826,RBCK1,RanBP-type and C3HC4-type zinc finger containing 1 [Source:HGNC Symbol;Acc:15864],434,465,868,489,424,498,515,160,308,708,chr20,388142,411610,10616,protein_coding
ENSG00000125875,TBC1D20,"TBC1 domain family, member 20 [Source:HGNC Symbol;Acc:16133]",1348,1504,1212,1285,1156,1393,1172,975,1160,1927,chr20,416124,443197,128637,protein_coding
ENSG00000101266,CSNK2A1,"casein kinase 2, alpha 1 polypeptide [Source:HGNC Symbol;Acc:2457]",1659,1762,1500,1530,1646,1813,1720,2018,1986,2623,chr20,459116,524465,1457,protein_coding
ENSG00000271303,SRXN1,sulfiredoxin 1 [Source:HGNC Symbol;Acc:16132],177,146,131,270,131,752,319,362,413,532,chr20,627259,634014,140809,protein_coding
ENSG00000270299,RP5-850E9.3,Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:S4R3F8],174,144,128,262,132,732,319,355,406,526,chr20,627270,656444,,protein_coding
